id,address,categories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVwc78RHIN2L1WUfqhDj,3130 Route 10 W,Japanese Restaurant,Denville,US,us/nj/denville/3130route10w/-543295028,40.8708844,-74.51648712,,10.95,10.95,USD,"2015-10-23T01:03:13Z,2016-04-01T06:41:14Z",Tuna or salmon scallion pancake seaweed spicy kapayaki sauce,Sushi Pizza,Midori Japanese Restaurant,7834,USD,25,40,NJ
AVwc7iviByjofQCxjvlO,938 N Main St,Chinese Restaurant,Suffolk,US,us/va/suffolk/938nmainst/-39932712,36.743145,-76.583496,,1.25,1.25,USD,"2016-04-05T02:42:10Z,2016-04-08T09:24:21Z",,Pizza Roll,China Moon,23434,,,,VA
AVwc7NYgkufWRAb50e-Y,1019 Westgate Ave,"Pizza,Restaurants,Pizza Place,Take Out Restaurants,Caterers",Newark,US,us/oh/newark/1019westgateave/-1000069789,40.04792,-82.44069,,4.5,4.5,USD,2016-04-08T09:11:43Z,,"Italian, Veggie or Pizza Sub",Louie's Pizza,43055,,,,OH
AVwc-7OI_7pvs4fz1Boz,1203 Walnut St,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Newton Highlands,US,us/ma/newtonhighlands/1203walnutst/-350855566,42.320827,-71.205376,,9,9,USD,2016-08-06T00:00:00Z,Any topping extra charge will be applied,Adult Cheese Pizza,Walnut Grille,2461,USD,0,30,MA
AVwc-7OI_7pvs4fz1Boz,1203 Walnut St,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Newton Highlands,US,us/ma/newtonhighlands/1203walnutst/-350855566,42.320827,-71.205376,,12.5,12.5,USD,2016-08-06T00:00:00Z,"Roasted artichoke hearts, sweet potatoes, olive tapenade, fresh basil, fire roasted red peppers, mozzarella and herb goat cheese topped with baby arugula",Artichoke and Sweet Potato Pizza,Walnut Grille,2461,USD,0,30,MA
AVwc-7OI_7pvs4fz1Boz,1203 Walnut St,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Newton Highlands,US,us/ma/newtonhighlands/1203walnutst/-350855566,42.320827,-71.205376,,12.5,12.5,USD,2016-08-06T00:00:00Z,"Organic black mission figs, marinated oyster mushrooms, caramelized onions, fire roasted red peppers, mozzarella and gorgonzola cheese topped with fresh basil",Tuscan Fig and Oyster Mushroom Pizza,Walnut Grille,2461,USD,0,30,MA
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,17.49,9.49,USD,2016-04-05T03:02:18Z,,Captain Jean Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,12.5,12.5,USD,2016-04-05T03:02:18Z,,Cheese Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,19.99,10.49,USD,2016-04-05T03:02:18Z,,Cove Taco Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,19.99,10.49,USD,2016-04-05T03:02:18Z,,Greek Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,19.99,10.49,USD,2016-04-05T03:02:18Z,,H.o.g. Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,19.99,10.49,USD,2016-04-05T03:02:18Z,,Man Eater Mike Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,19.99,10.49,USD,2016-04-05T03:02:18Z,,Maneater Mike Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,18.99,9.99,USD,2016-04-05T03:02:18Z,,Pirate Special Pizza,Pirate's Cove,43050,,,,OH
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,,5.79,5.79,USD,2016-04-05T03:02:18Z,"Garlic buttered buns, pizza sauce, pepperoni and provolone cheese baked to bring out the true flavors",Pizza Bread,Pirate's Cove,43050,,,,OH
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,12.99,12.99,USD,2016-04-08T08:49:01Z,"Cheese, pepperoni, mushrooms, green peppers, sausage",Deluxe Pizza,Antonio's Pizza,62629,,,,IL
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,16.99,16.99,USD,2016-04-08T08:49:01Z,"Feta cheese, green olives, black olives, green peppers, onions",Greek Pizza,Antonio's Pizza,62629,,,,IL
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,1.79,1.79,USD,2016-04-08T08:49:01Z,,Pizza By The Slice,Antonio's Pizza,62629,,,,IL
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,5.99,5.99,USD,2016-04-08T08:49:01Z,,Pizza Sub,Antonio's Pizza,62629,,,,IL
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,12.99,12.99,USD,2016-04-08T08:49:01Z,"Pepperoni, mushrooms, onions, green peppers, sausage, meatballs, black olives, extra cheese",Supreme Deluxe Pizza,Antonio's Pizza,62629,,,,IL
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,12.99,12.99,USD,2016-04-08T08:49:01Z,,Veggie or Meat Deluxe Pizza,Antonio's Pizza,62629,,,,IL
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,,8.99,8.99,USD,2016-04-08T08:49:01Z,"Mozzarella, ricotta and parmesan cheeses",White Pizza,Antonio's Pizza,62629,,,,IL
AVwc7zkXByjofQCxjyT1,562 Broad St,"Breakfast Spot,labor organizations",Newark,US,us/midtown/newark/562broadst/960353314,40.74180603,-74.16905811,,8.5,8.5,USD,2016-05-24T02:59:56Z,A classic featuring our house made pizza sauce.,Broad Street Cheese Pizza,Broad Street Cafe,7102,USD,0,25,Midtown
AVwc7zkXByjofQCxjyT1,562 Broad St,"Breakfast Spot,labor organizations",Newark,US,us/midtown/newark/562broadst/960353314,40.74180603,-74.16905811,,10,10,USD,2016-05-24T02:59:56Z,"Mozzarella, ricotta and parmesan cheeses, artichoke hearts, garlic and herbs.",Pizza Bianca,Broad Street Cafe,7102,USD,0,25,Midtown
AVwc7zkXByjofQCxjyT1,562 Broad St,"Breakfast Spot,labor organizations",Newark,US,us/midtown/newark/562broadst/960353314,40.74180603,-74.16905811,,8.5,8.5,USD,2016-05-24T02:59:56Z,"Zucchini, tomatoes, artichoke hearts and eggplant.",Vegan Pizza,Broad Street Cafe,7102,USD,0,25,Midtown
AVwc83hgByjofQCxj9qW,3610 Route 378,Restaurant,Bethlehem,US,us/pa/bethlehem/3610route378/-732558720,40.5813,-75.388214,,7,7,USD,2016-04-05T04:08:22Z,"Flat bread seasoned with garlic olive oil topped with mozzarella, parmesan, tomatoes and balsamic glaze.",Margarita Flat Bread Pizza,Art Cafe,18015,,,,PA
AVwc8fVqByjofQCxj5pf,357 Us Highway 9,"Chinese Restaurants,Gourmet Restaurants,Asian Restaurants,Restaurants,Hunan Restaurants,Seafood Restaurants,Chinese Restaurant",Englishtown,US,us/nj/englishtown/357ushighway9/27315593,40.31333772,-74.30512905,,12,12,USD,2016-07-06T20:22:39Z,,Tuna Pizza,Hunan Gourmet,7726,USD,50,55,NJ
AVwc8jaqIN2L1WUfqnfY,7301 N Fm 620,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Austin,US,us/tx/austin/7301nfm620/62357999,30.405542,-97.853065,,14.49,14.49,USD,"2016-06-21T01:46:18Z,2016-04-23T13:37:26Z","Hamburger, breakfast bacon, red onions, and cheddar cheese .",Bacon Pizzaburger,Austin's Pizza,78726,,,,TX
AVwc8jaqIN2L1WUfqnfY,7301 N Fm 620,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Austin,US,us/tx/austin/7301nfm620/62357999,30.405542,-97.853065,,7.99,7.99,USD,"2016-06-21T01:46:18Z,2016-04-23T13:37:26Z",Stuffed with an all natural cinnamon apple filling and topped with icing and powdered  sugar . made with real butter and no high fructose corn syrup,Dessert Pizza,Austin's Pizza,78726,,,,TX
AVwc8jaqIN2L1WUfqnfY,7301 N Fm 620,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Austin,US,us/tx/austin/7301nfm620/62357999,30.405542,-97.853065,,13.99,13.99,USD,"2016-06-21T01:46:18Z,2016-04-23T13:37:26Z","Pepperoni, jalapeno, and crushed red peppers .",Las Pizzas Del Fuego,Austin's Pizza,78726,,,,TX
AVwc8jaqIN2L1WUfqnfY,7301 N Fm 620,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Austin,US,us/tx/austin/7301nfm620/62357999,30.405542,-97.853065,,11.99,11.99,USD,"2016-06-21T01:46:18Z,2016-04-23T13:37:26Z",,Pizza Rolls,Austin's Pizza,78726,,,,TX
AVwc8jaqIN2L1WUfqnfY,7301 N Fm 620,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Austin,US,us/tx/austin/7301nfm620/62357999,30.405542,-97.853065,,13.39,13.39,USD,"2016-06-21T01:46:18Z,2016-04-23T13:37:26Z","Alfredo sauce, mozzarella, and provolone cheese .",The White Pizza,Austin's Pizza,78726,,,,TX
AVwc8oe0IN2L1WUfqodg,Madison St,Pizza Place,Madison,US,us/tn/madison/madisonst/628738348,36.25869691,-86.71407402,,10,10,USD,"2016-03-29T04:53:38Z,2017-02-11T23:04:46Z","Provolone cheese, garlic, olive oil, sliced tomatoes (may substitute another topping)",White Pizza,Sir Pizza,,USD,0,25,TN
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,14.25,14.25,USD,2016-03-27T05:36:50Z,,Buffalo Chicken Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,15.5,15.5,USD,2016-03-27T05:36:50Z,,Carne Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,11,11,USD,2016-03-27T05:36:50Z,,Deluxe Style Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,13,13,USD,2016-03-27T05:36:50Z,,Hawaiian Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,5,5,USD,2016-03-27T05:36:50Z,,Pepperoni Pizza Steak,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,4.5,4.5,USD,2016-03-27T05:36:50Z,,Pizza Steak,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,11,11,USD,2016-03-27T05:36:50Z,,Plain Cheese Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,14,14,USD,2016-03-27T05:36:50Z,,Primavera Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,14,14,USD,2016-03-27T05:36:50Z,,Sicilian Style Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,13.5,13.5,USD,2016-03-27T05:36:50Z,,Veggie Pizza,Milanos Pizza,95827,,,,CA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,,11.5,11.5,USD,2016-03-27T05:36:50Z,,White Pizza,Milanos Pizza,95827,,,,CA
AVwc8WR6IN2L1WUfqlY-,242 Harvard St,Restaurant,Brookline,US,us/ma/brookline/242harvardst/602639036,42.341129,-71.120988,,14,14,USD,2016-08-16T00:00:00Z,"house made sausage, pickled onion, broccoli rabe, creamy goat cheese",Wood Oven Pizza,Lineage - Permanently Closed,2446,USD,31,50,MA
AVwc8ZEMkufWRAb50rLa,4921 State Road 26 E,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Lafayette,US,us/in/lafayette/4921stateroad26e/-1188936695,40.41754,-86.81142,http://www.yellowpages.com/lafayette-in/mip/foxs-pizza-den-480642179/menu,12.99,12.99,USD,"2016-03-31T02:42:42Z,2016-06-20T17:18:19Z",,Cheese Pizza,Fox's Pizza Den,47905,,,,IN
AVwc8ZEMkufWRAb50rLa,4921 State Road 26 E,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Lafayette,US,us/in/lafayette/4921stateroad26e/-1188936695,40.41754,-86.81142,http://www.yellowpages.com/lafayette-in/mip/foxs-pizza-den-480642179/menu,7.99,4.99,USD,"2016-03-31T02:42:42Z,2016-06-20T17:18:19Z",,Pizzaroni,Fox's Pizza Den,47905,,,,IN
AVwc8ZEMkufWRAb50rLa,4921 State Road 26 E,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Lafayette,US,us/in/lafayette/4921stateroad26e/-1188936695,40.41754,-86.81142,http://www.yellowpages.com/lafayette-in/mip/foxs-pizza-den-480642179/menu,,,,"2016-03-31T02:42:42Z,2016-06-20T17:18:19Z",,Taco Pizza,Fox's Pizza Den,47905,,,,IN
AVwc8ZEMkufWRAb50rLa,4921 State Road 26 E,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Lafayette,US,us/in/lafayette/4921stateroad26e/-1188936695,40.41754,-86.81142,http://www.yellowpages.com/lafayette-in/mip/foxs-pizza-den-480642179/menu,,,,"2016-03-31T02:42:42Z,2016-06-20T17:18:19Z",,Veggie Pizza,Fox's Pizza Den,47905,,,,IN
AVwc8zN5kufWRAb50vOW,717 E Chicago St,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Bronson,US,us/mi/bronson/717echicagost/1772504993,41.87371,-85.186226,,9.99,9.99,USD,2016-05-06T07:50:38Z,,Large Cheese Pizza.,Bronson Strike Zone,49028,,,,MI
AVwc8zN5kufWRAb50vOW,717 E Chicago St,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Bronson,US,us/mi/bronson/717echicagost/1772504993,41.87371,-85.186226,,14.99,14.99,USD,2016-05-06T07:50:38Z,,Large Supreme Pizza.,Bronson Strike Zone,49028,,,,MI
AVwc8zN5kufWRAb50vOW,717 E Chicago St,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Bronson,US,us/mi/bronson/717echicagost/1772504993,41.87371,-85.186226,,3.99,3.99,USD,2016-05-06T07:50:38Z,,Small Cheese Pizza,Bronson Strike Zone,49028,,,,MI
AVwc8zN5kufWRAb50vOW,717 E Chicago St,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Bronson,US,us/mi/bronson/717echicagost/1772504993,41.87371,-85.186226,,5.99,5.99,USD,2016-05-06T07:50:38Z,,Small Supreme Pizza,Bronson Strike Zone,49028,,,,MI
AVwc9AvtIN2L1WUfqsLW,2001 Saint Charles Ave,"American Restaurant,Cajun / Creole Restaurant,Bakery",New Orleans,US,us/la/neworleans/2001saintcharlesave/-1957371612,29.93543034,-90.07900715,,4.95,4.95,USD,"2016-03-26T04:17:06Z,2016-07-23T22:52:51Z",,Great Tasting Cheese Pizza,Copeland's Cheescake Bistro,70130,USD,25,40,LA
AVwc9AvtIN2L1WUfqsLW,2001 Saint Charles Ave,"American Restaurant,Cajun / Creole Restaurant,Bakery",New Orleans,US,us/la/neworleans/2001saintcharlesave/-1957371612,29.93543034,-90.07900715,,4.99,4.99,USD,"2016-03-26T04:17:06Z,2016-07-23T22:52:51Z",8 Pizza Points,Original Herb Cheese Pizza Points,Copeland's Cheescake Bistro,70130,USD,25,40,LA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,,,,2016-08-11T00:00:00Z,,Chicago Classic Deep Dish Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,12.49,12.49,USD,2016-08-11T00:00:00Z,"Chicken, roasted red peppers, garlic and spinach topped with mozzarella, drizzled with basil pesto",Chicken Verde Artisan Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,11.49,11.49,USD,2016-08-11T00:00:00Z,,Classic Margherita Artisan Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,10.99,10.99,USD,2016-08-11T00:00:00Z,,Gluten Free Cheese Tomato Thin Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,11.99,11.99,USD,2016-08-11T00:00:00Z,,Gluten Free Pepperoni Thin Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,11.49,11.49,USD,2016-08-11T00:00:00Z,,Gluten Free Veggie Thin Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,12.49,12.49,USD,2016-08-11T00:00:00Z,,Napoli Artisan Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,9.99,9.99,USD,2016-08-11T00:00:00Z,,Pizza Skins,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,,12.99,12.99,USD,2016-08-11T00:00:00Z,"Prosciutto and roasted red peppers topped with aged white cheddar, mozzarella, parmesan and arugula, drizzled with balsamic glaze",Prosciutto Arugula Artisan Crust Pizza,Uno Pizzeria & Grill,1803,USD,0,30,MA
AVwc9gwTkufWRAb502Jb,2898 Reynolda Rd,"Mediterranean Restaurants,Restaurants,Bakeries,Delis And Delicatessens,Italian Restaurants,Pizza,Delicatessens,Deli / Bodega,Italian Restaurant",Winston Salem,US,us/oldtown/winstonsalem/2898reynoldard/-604859920,36.144259,-80.300566,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEk9tfnXAi-1J1RzMsv1pMesq_c-2SibQ3eB_vD2UtMUFjtIvVc2uGTKLg_WYde-oo9XhznrPHpQoQfA2h9HZVCF2q1gOUgCAhXUU57mgUaCV4UTbcQ2JFB5TKkEXJYsbYzZ0mt_eth6BCXt6xPyZkxvEGhKtJt3Y54CKcoikc_5WVd0sdUhC26wbKxoHe1KCuuvif1q0i6-2erVnwIsWorMXBk9_Ey7wxmvDf8NvpkEQ2pwZxeR-NIiZQFD--g84qxdODR1tCL7LpFR2nwhWrOT1z4T_VnjMmuBUUi5eKYMCfeupEH0KSow1_6kNg8JzLZbr1a_KSJ6vO8mKZtLgBTApByFg-5BFZMHXmSMXlKgCnf5GvXWtwm70hXhasz0ET7NpXsnV7_8SspH-jWUApHA6EUUp_Fwr_xNaRT3QQm_y_bR1yzBB9BYLncUFqnMyNT1HGjVy-WuU&placement=listing_profile&cs_user=unknown&cs_session=02af98cb104c7470a911a23bec0c18a988c357b7,7.25,7.25,USD,2016-05-03T21:31:06Z,,Flatbread Pizza of The Day,Dioli's Italian Market,27106,,,,Oldtown
AVwc9gwTkufWRAb502Jb,2898 Reynolda Rd,"Mediterranean Restaurants,Restaurants,Bakeries,Delis And Delicatessens,Italian Restaurants,Pizza,Delicatessens,Deli / Bodega,Italian Restaurant",Winston Salem,US,us/oldtown/winstonsalem/2898reynoldard/-604859920,36.144259,-80.300566,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEk9tfnXAi-1J1RzMsv1pMesq_c-2SibQ3eB_vD2UtMUFjtIvVc2uGTKLg_WYde-oo9XhznrPHpQoQfA2h9HZVCF2q1gOUgCAhXUU57mgUaCV4UTbcQ2JFB5TKkEXJYsbYzZ0mt_eth6BCXt6xPyZkxvEGhKtJt3Y54CKcoikc_5WVd0sdUhC26wbKxoHe1KCuuvif1q0i6-2erVnwIsWorMXBk9_Ey7wxmvDf8NvpkEQ2pwZxeR-NIiZQFD--g84qxdODR1tCL7LpFR2nwhWrOT1z4T_VnjMmuBUUi5eKYMCfeupEH0KSow1_6kNg8JzLZbr1a_KSJ6vO8mKZtLgBTApByFg-5BFZMHXmSMXlKgCnf5GvXWtwm70hXhasz0ET7NpXsnV7_8SspH-jWUApHA6EUUp_Fwr_xNaRT3QQm_y_bR1yzBB9BYLncUFqnMyNT1HGjVy-WuU&placement=listing_profile&cs_user=unknown&cs_session=02af98cb104c7470a911a23bec0c18a988c357b7,,,,2016-05-03T21:31:06Z,,Meatball Pizza,Dioli's Italian Market,27106,,,,Oldtown
AVwc-Biq_7pvs4fz04TA,3770 Las Vegas Blvd S,Restaurant,Las Vegas,US,us/nv/lasvegas/3770lasvegasblvds/2042935390,36.104416,-115.17607,,14,14,USD,2016-08-05T00:00:00Z,"Fresh Mozzarella, Slices of Fresh Roma Tomatoes, Zucchini Blossoms, Topped with Fresh Basil Leaves, Dried Oregano, Drizzle of Balsamic Glaze",Caprese Pizza,D. Vino Italian Food and Wine Bar - Monte Carlo,89109,USD,0,30,NV
AVwce1nRByjofQCxetxl,1495 Union Ave,"Pizza Place,Italian Restaurant",Memphis,US,us/mphs/memphis/1495unionave/1358805307,35.13593,-90.01149,http://www.yellowpages.com/memphis-tn/mip/little-italy-pizza-1349133/menu?lid=1349133,8.95,8.95,USD,2017-03-30T18:03:24Z,Mozzarella and Ricotta,White Pizza,Little Italy Pizza,38104,USD,0,25,Mphs
